itemId:151758737, builtAt:2014, bathrooms:1, netArea:46, metro:Щелковская, floor:11, price:15500000, area:84, elevator:–, timeToMetro:9, floors:14, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159374281, builtAt:1890, bathrooms:1, netArea:55, metro:Китай-город, floor:3, price:23000000, area:74, elevator:нет, timeToMetro:11, floors:3, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:нет
itemId:163264741, builtAt:2001, bathrooms:2, netArea:58.6, metro:Щукинская, floor:27, price:41700000, area:122, elevator:2 пасс. + 1 груз., timeToMetro:14, floors:34, rooms:3, view:улица, buildingType:монолитный, renovation:евроремонт, balcony:–
itemId:161251966, builtAt:1950, bathrooms:-, netArea:52.1, metro:Улица 1905 года, floor:4, price:19000000, area:72.3, elevator:–, timeToMetro:19, floors:4, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:158815309, builtAt:1968, bathrooms:-, netArea:39, metro:Кантемировская, floor:1, price:7300000, area:58, elevator:1 пасс., timeToMetro:18, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:155161728, builtAt:1968, bathrooms:-, netArea:46, metro:Щелковская, floor:10, price:7300000, area:65, elevator:2 пасс., timeToMetro:6, floors:10, rooms:3, view:улица, buildingType:вторичка, renovation:отсутствует, balcony:1 балк.
itemId:151079611, builtAt:-, bathrooms:-, netArea:35, metro:Новогиреево, floor:6, price:7300000, area:51, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:153333438, builtAt:1961, bathrooms:-, netArea:41, metro:Измайловская, floor:5, price:7300000, area:55, elevator:–, timeToMetro:14, floors:5, rooms:3, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:148505827, builtAt:-, bathrooms:1, netArea:37, metro:Сходненская, floor:4, price:7300000, area:53, elevator:–, timeToMetro:7, floors:5, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:159736718, builtAt:-, bathrooms:-, netArea:44.9, metro:Шипиловская, floor:12, price:7300000, area:62.4, elevator:1 пасс., timeToMetro:3, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:158743811, builtAt:1972, bathrooms:-, netArea:41.8, metro:Текстильщики, floor:4, price:7350000, area:58, elevator:1 пасс., timeToMetro:16, floors:9, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:157619185, builtAt:-, bathrooms:1, netArea:39.5, metro:Текстильщики, floor:2, price:7350000, area:56, elevator:нет, timeToMetro:9, floors:5, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:153873990, builtAt:1973, bathrooms:-, netArea:41, metro:Печатники, floor:8, price:7350000, area:59, elevator:–, timeToMetro:18, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:154325977, builtAt:1968, bathrooms:-, netArea:34.8, metro:Сходненская, floor:3, price:7350000, area:52, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:159625472, builtAt:1970, bathrooms:-, netArea:42, metro:Улица Академика Янгеля, floor:9, price:7350000, area:59.5, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:158438326, builtAt:-, bathrooms:-, netArea:35, metro:Улица Академика Янгеля, floor:2, price:7350000, area:53, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:159368113, builtAt:1974, bathrooms:1, netArea:33, metro:Алтуфьево, floor:5, price:7350000, area:54, elevator:1 пасс., timeToMetro:8, floors:9, rooms:3, view:двор, buildingType:блочный, renovation:евроремонт, balcony:1 лодж.
itemId:162804152, builtAt:1981, bathrooms:-, netArea:45.1, metro:Люблино, floor:9, price:7350000, area:63.8, elevator:1 пасс., timeToMetro:8, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161180361, builtAt:1972, bathrooms:-, netArea:42, metro:Улица Академика Янгеля, floor:3, price:7355000, area:60, elevator:1 пасс., timeToMetro:12, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:159761984, builtAt:1974, bathrooms:-, netArea:44.8, metro:Бибирево, floor:3, price:7390000, area:63.1, elevator:2 пасс., timeToMetro:16, floors:12, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:162591436, builtAt:-, bathrooms:-, netArea:44.2, metro:Печатники, floor:9, price:7390000, area:60, elevator:1 пасс., timeToMetro:6, floors:9, rooms:3, view:–, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:156800208, builtAt:1975, bathrooms:1, netArea:42.5, metro:Домодедовская, floor:4, price:7390000, area:62, elevator:–, timeToMetro:17, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:157674460, builtAt:-, bathrooms:1, netArea:45, metro:Улица Академика Янгеля, floor:8, price:7399000, area:63, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:157678560, builtAt:-, bathrooms:-, netArea:44, metro:Пражская, floor:8, price:7399999, area:58, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:160913291, builtAt:1968, bathrooms:-, netArea:39, metro:Перово, floor:5, price:7400000, area:56, elevator:–, timeToMetro:7, floors:5, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161987085, builtAt:1972, bathrooms:-, netArea:36, metro:Измайлово, floor:1, price:7400000, area:58, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:–
itemId:150789520, builtAt:-, bathrooms:-, netArea:36, metro:Кузьминки, floor:9, price:7400000, area:49, elevator:1 пасс., timeToMetro:12, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:159667562, builtAt:1972, bathrooms:-, netArea:45, metro:Улица Академика Янгеля, floor:9, price:7400000, area:62.8, elevator:1 пасс., timeToMetro:17, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:160400503, builtAt:1969, bathrooms:-, netArea:45, metro:Лихоборы, floor:1, price:7400000, area:61, elevator:–, timeToMetro:7, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:163060059, builtAt:1970, bathrooms:1, netArea:40, metro:Выхино, floor:1, price:5990000, area:57, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:дизайнерский, balcony:1 балк.
itemId:160836737, builtAt:-, bathrooms:2, netArea:23, metro:Серпуховская, floor:9, price:39000000, area:80, elevator:–, timeToMetro:5, floors:12, rooms:3, view:двор, buildingType:монолитный, renovation:косметический, balcony:1 балк.
itemId:162451891, builtAt:-, bathrooms:1, netArea:44, metro:Смоленская, floor:4, price:25000000, area:65, elevator:1 пасс., timeToMetro:7, floors:6, rooms:3, view:двор, buildingType:сталинский, renovation:дизайнерский, balcony:нет
itemId:159632911, builtAt:-, bathrooms:-, netArea:35, metro:Первомайская, floor:5, price:7400000, area:51, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:159469601, builtAt:1967, bathrooms:-, netArea:34.5, metro:Планерная, floor:8, price:7400000, area:49, elevator:1 пасс., timeToMetro:1, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:156236130, builtAt:-, bathrooms:-, netArea:43, metro:Люблино, floor:5, price:7400000, area:60, elevator:1 пасс., timeToMetro:7, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159466835, builtAt:-, bathrooms:-, netArea:42, metro:Красногвардейская, floor:9, price:7400000, area:50, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:дизайнерский, balcony:1 балк.
itemId:148207834, builtAt:1972, bathrooms:-, netArea:34.7, metro:Рязанский проспект, floor:4, price:7400000, area:52, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:50040155, builtAt:1970, bathrooms:-, netArea:45, metro:Улица Академика Янгеля, floor:2, price:7400000, area:60, elevator:2 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:158257695, builtAt:1974, bathrooms:-, netArea:42.5, metro:Бибирево, floor:6, price:7400000, area:60, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161893339, builtAt:1961, bathrooms:1, netArea:36.7, metro:Бульвар Рокоссовского, floor:2, price:7400000, area:54.6, elevator:1 пасс., timeToMetro:15, floors:5, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162774041, builtAt:-, bathrooms:-, netArea:44.6, metro:Улица Академика Янгеля, floor:4, price:7400000, area:59, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:153387116, builtAt:1967, bathrooms:-, netArea:41.7, metro:Люблино, floor:1, price:7400000, area:57.6, elevator:–, timeToMetro:10, floors:5, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:157099122, builtAt:1969, bathrooms:-, netArea:34, metro:Печатники, floor:5, price:7400000, area:50, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159738019, builtAt:-, bathrooms:-, netArea:42.1, metro:Печатники, floor:2, price:7400000, area:62, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:159736788, builtAt:-, bathrooms:-, netArea:48.9, metro:Выхино, floor:6, price:7400000, area:68, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:159736676, builtAt:-, bathrooms:-, netArea:39, metro:Бабушкинская, floor:1, price:7400000, area:55, elevator:1 пасс., timeToMetro:7, floors:9, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:-, balcony:–
itemId:157155355, builtAt:-, bathrooms:1, netArea:40, metro:Волжская, floor:1, price:7400000, area:54, elevator:–, timeToMetro:11, floors:5, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:161303732, builtAt:1974, bathrooms:-, netArea:44.8, metro:Бибирево, floor:8, price:7400000, area:63.1, elevator:1 пасс., timeToMetro:16, floors:12, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:160091866, builtAt:-, bathrooms:-, netArea:40, metro:Борисово, floor:5, price:7420000, area:64, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:14, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:2 лодж.
itemId:161553930, builtAt:-, bathrooms:1, netArea:32, metro:Отрадное, floor:8, price:7450000, area:50.6, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:153750945, builtAt:1976, bathrooms:-, netArea:37.5, metro:Шипиловская, floor:8, price:7450000, area:56.6, elevator:1 пасс. + 1 груз., timeToMetro:9, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:15058714, builtAt:1973, bathrooms:-, netArea:39, metro:Люблино, floor:8, price:7450000, area:58, elevator:1 пасс., timeToMetro:6, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161485335, builtAt:-, bathrooms:1, netArea:32, metro:Планерная, floor:5, price:7450000, area:51, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:162938742, builtAt:-, bathrooms:-, netArea:42, metro:Рязанский проспект, floor:6, price:7450000, area:58, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:151984400, builtAt:1969, bathrooms:-, netArea:40, metro:Новогиреево, floor:2, price:7450000, area:54, elevator:1 пасс., timeToMetro:14, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:159031736, builtAt:1970, bathrooms:1, netArea:44, metro:Выхино, floor:1, price:7450000, area:57, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:дизайнерский, balcony:1 лодж.
itemId:160904700, builtAt:1976, bathrooms:-, netArea:42, metro:Шипиловская, floor:5, price:7450000, area:59, elevator:1 пасс., timeToMetro:12, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:158196978, builtAt:-, bathrooms:-, netArea:59, metro:Бабушкинская, floor:3, price:13800000, area:107, elevator:нет, timeToMetro:10, floors:5, rooms:3, view:двор и улица, buildingType:сталинский, renovation:-, balcony:1 балк.
itemId:161334981, builtAt:2008, bathrooms:1, netArea:50, metro:Раменки, floor:4, price:31900000, area:85, elevator:1 пасс. + 1 груз., timeToMetro:1, floors:23, rooms:3, view:улица, buildingType:монолитный, renovation:дизайнерский, balcony:1 лодж.
itemId:158122448, builtAt:2004, bathrooms:1, netArea:78.4, metro:Бауманская, floor:4, price:25935000, area:123.5, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:10, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:евроремонт, balcony:1 лодж.
itemId:156680550, builtAt:1977, bathrooms:-, netArea:39, metro:Зябликово, floor:9, price:6500000, area:62, elevator:1 пасс. + 1 груз., timeToMetro:13, floors:12, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:2 лодж.
itemId:163280374, builtAt:1964, bathrooms:-, netArea:38, metro:Черкизовская, floor:1, price:6500000, area:57, elevator:–, timeToMetro:5, floors:5, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:152044086, builtAt:1966, bathrooms:-, netArea:42.1, metro:Первомайская, floor:2, price:6500000, area:56.4, elevator:1 пасс., timeToMetro:19, floors:9, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:153517936, builtAt:1969, bathrooms:-, netArea:35, metro:Текстильщики, floor:2, price:6500000, area:51, elevator:1 пасс., timeToMetro:12, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:159736012, builtAt:-, bathrooms:-, netArea:34.5, metro:Пражская, floor:6, price:6500000, area:53, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:159737562, builtAt:-, bathrooms:-, netArea:36, metro:Выхино, floor:5, price:6500000, area:52, elevator:–, timeToMetro:7, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162595728, builtAt:2014, bathrooms:2, netArea:80, metro:Аннино, floor:2, price:6500000, area:120, elevator:–, timeToMetro:5, floors:3, rooms:3, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:1 лодж.
itemId:163059779, builtAt:1970, bathrooms:-, netArea:47.5, metro:Выхино, floor:1, price:6500000, area:64.3, elevator:–, timeToMetro:16, floors:12, rooms:3, view:двор, buildingType:блочный, renovation:косметический, balcony:–
itemId:155997167, builtAt:1959, bathrooms:1, netArea:32, metro:Щелковская, floor:4, price:6599999, area:47, elevator:–, timeToMetro:12, floors:5, rooms:3, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:160461345, builtAt:-, bathrooms:1, netArea:44, metro:Выхино, floor:9, price:6600000, area:58.8, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:150434088, builtAt:1966, bathrooms:1, netArea:41, metro:Братиславская, floor:1, price:6600000, area:56.1, elevator:–, timeToMetro:12, floors:5, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:162071921, builtAt:1970, bathrooms:-, netArea:35.5, metro:Выхино, floor:9, price:6600000, area:60, elevator:1 пасс., timeToMetro:4, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:159745569, builtAt:1974, bathrooms:-, netArea:33.4, metro:Домодедовская, floor:3, price:6600000, area:50.5, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:161571267, builtAt:1970, bathrooms:-, netArea:35.5, metro:Выхино, floor:9, price:6600000, area:60, elevator:1 пасс., timeToMetro:4, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк. + 1 лодж.
itemId:159177733, builtAt:1970, bathrooms:-, netArea:44.3, metro:Выхино, floor:3, price:6600000, area:59.3, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:157280201, builtAt:-, bathrooms:-, netArea:38, metro:Выхино, floor:1, price:6600000, area:58, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162449751, builtAt:1967, bathrooms:-, netArea:36, metro:Планерная, floor:7, price:6650000, area:50, elevator:1 пасс., timeToMetro:4, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:161842399, builtAt:-, bathrooms:-, netArea:34, metro:Планерная, floor:7, price:6650000, area:49, elevator:1 пасс., timeToMetro:4, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:162144107, builtAt:1963, bathrooms:1, netArea:42, metro:Кантемировская, floor:1, price:6700000, area:56.1, elevator:нет, timeToMetro:17, floors:5, rooms:3, view:двор, buildingType:кирпичный, renovation:косметический, balcony:нет
itemId:162226293, builtAt:-, bathrooms:-, netArea:43.5, metro:Улица Академика Янгеля, floor:4, price:6700000, area:60.7, elevator:2 пасс., timeToMetro:12, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:159606433, builtAt:-, bathrooms:-, netArea:42, metro:Кузьминки, floor:5, price:6700000, area:55, elevator:1 пасс., timeToMetro:12, floors:9, rooms:3, view:улица, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:160500369, builtAt:1968, bathrooms:-, netArea:28, metro:Щелковская, floor:5, price:6700000, area:57, elevator:1 пасс., timeToMetro:14, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161332358, builtAt:-, bathrooms:-, netArea:45, metro:Пражская, floor:3, price:6700000, area:59, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:159157498, builtAt:-, bathrooms:-, netArea:38.2, metro:Щелковская, floor:2, price:6700000, area:57, elevator:1 пасс. + 1 груз., timeToMetro:11, floors:9, rooms:3, view:улица, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:47188489, builtAt:1972, bathrooms:-, netArea:38.7, metro:Рязанский проспект, floor:1, price:6700000, area:57.4, elevator:–, timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:161748631, builtAt:-, bathrooms:-, netArea:39.8, metro:Алтуфьево, floor:3, price:8500000, area:61.5, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:12, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162796186, builtAt:2012, bathrooms:-, netArea:30, metro:Чертановская, floor:11, price:12612521, area:65.4, elevator:2 пасс. + 2 груз., timeToMetro:1, floors:20, rooms:3, view:–, buildingType:монолитный, renovation:отсутствует, balcony:–
itemId:154625512, builtAt:-, bathrooms:-, netArea:70, metro:Чертановская, floor:32, price:28000000, area:95, elevator:1 пасс., timeToMetro:5, floors:40, rooms:3, view:двор, buildingType:кирпично-монолитный, renovation:-, balcony:нет
itemId:162550053, builtAt:1965, bathrooms:-, netArea:37, metro:Черкизовская, floor:1, price:6700000, area:57, elevator:–, timeToMetro:8, floors:5, rooms:3, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:154046325, builtAt:1972, bathrooms:-, netArea:44.7, metro:Пражская, floor:3, price:6700000, area:60, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:158554339, builtAt:1977, bathrooms:-, netArea:34, metro:Ясенево, floor:3, price:6700000, area:50, elevator:–, timeToMetro:20, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:159032055, builtAt:-, bathrooms:-, netArea:37.1, metro:Рязанский проспект, floor:2, price:6700000, area:54.4, elevator:–, timeToMetro:15, floors:5, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:155148969, builtAt:1972, bathrooms:-, netArea:44, metro:Пражская, floor:9, price:6700000, area:58, elevator:–, timeToMetro:17, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:161508960, builtAt:1969, bathrooms:-, netArea:45, metro:Щелковская, floor:3, price:6750000, area:61, elevator:1 пасс., timeToMetro:14, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:156105023, builtAt:1971, bathrooms:-, netArea:46, metro:Улица Академика Янгеля, floor:1, price:6750000, area:63, elevator:1 пасс., timeToMetro:19, floors:9, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:152919138, builtAt:1949, bathrooms:-, netArea:45, metro:Щелковская, floor:3, price:6750000, area:60, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:161572596, builtAt:-, bathrooms:-, netArea:41, metro:Пражская, floor:6, price:6750000, area:60, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:162084224, builtAt:-, bathrooms:-, netArea:35, metro:Люблино, floor:6, price:6750000, area:55, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:152048623, builtAt:1971, bathrooms:-, netArea:30.8, metro:Нижегородская, floor:4, price:6750000, area:45.6, elevator:2 пасс., timeToMetro:4, floors:14, rooms:3, view:улица, buildingType:блочный, renovation:евроремонт, balcony:1 лодж.
itemId:162919480, builtAt:1966, bathrooms:-, netArea:37.1, metro:Кантемировская, floor:1, price:6750000, area:55.3, elevator:–, timeToMetro:13, floors:5, rooms:3, view:улица, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:163239258, builtAt:1954, bathrooms:-, netArea:45, metro:Соколиная гора, floor:4, price:6770000, area:61, elevator:–, timeToMetro:10, floors:5, rooms:3, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:154288344, builtAt:1972, bathrooms:-, netArea:34.2, metro:Люблино, floor:6, price:6790000, area:50.6, elevator:–, timeToMetro:15, floors:9, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:162721625, builtAt:-, bathrooms:-, netArea:38, metro:Выхино, floor:8, price:6800000, area:55, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:158421382, builtAt:-, bathrooms:-, netArea:38, metro:Выхино, floor:8, price:6800000, area:55, elevator:1 пасс., timeToMetro:3, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162893707, builtAt:-, bathrooms:-, netArea:44, metro:Текстильщики, floor:1, price:6800000, area:63, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:158742887, builtAt:-, bathrooms:-, netArea:34, metro:Рязанский проспект, floor:3, price:6800000, area:50.4, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:2 балк.
itemId:161570685, builtAt:1969, bathrooms:-, netArea:42, metro:Печатники, floor:8, price:6800000, area:58.8, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161093743, builtAt:1958, bathrooms:1, netArea:36.5, metro:Перово, floor:3, price:6800000, area:55, elevator:–, timeToMetro:10, floors:5, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:160738015, builtAt:1971, bathrooms:-, netArea:34, metro:Выхино, floor:1, price:6800000, area:51, elevator:2 пасс., timeToMetro:20, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162333251, builtAt:1965, bathrooms:-, netArea:41.1, metro:Новогиреево, floor:4, price:6800000, area:58.8, elevator:–, timeToMetro:16, floors:5, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:160054661, builtAt:-, bathrooms:-, netArea:44, metro:Планерная, floor:1, price:6800000, area:59, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:155599934, builtAt:-, bathrooms:-, netArea:38, metro:Выхино, floor:8, price:6800000, area:51, elevator:1 пасс., timeToMetro:2, floors:9, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:51506824, builtAt:1971, bathrooms:-, netArea:44, metro:Улица Академика Янгеля, floor:1, price:6800000, area:60, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:163123093, builtAt:2003, bathrooms:-, netArea:63, metro:Проспект Вернадского, floor:11, price:31000000, area:102.2, elevator:2 пасс. + 2 груз., timeToMetro:13, floors:25, rooms:3, view:–, buildingType:кирпично-монолитный, renovation:дизайнерский, balcony:2 лодж.
itemId:152144091, builtAt:1980, bathrooms:-, netArea:44, metro:Юго-Западная, floor:8, price:13000000, area:77, elevator:1 пасс. + 1 груз., timeToMetro:20, floors:16, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк. + 1 лодж.
itemId:161251593, builtAt:-, bathrooms:-, netArea:70, metro:Тургеневская, floor:4, price:39000000, area:94.4, elevator:1 пасс., timeToMetro:6, floors:6, rooms:3, view:двор, buildingType:кирпичный, renovation:-, balcony:–
