itemId:160175203, builtAt:-, bathrooms:1, netArea:79, metro:Трубная, floor:3, price:43470000, area:99, elevator:1 пасс., timeToMetro:5, floors:6, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк.
itemId:162961824, builtAt:2000, bathrooms:-, netArea:62, metro:Улица Горчакова, floor:3, price:10900000, area:98, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк. + 1 лодж.
itemId:160662494, builtAt:1967, bathrooms:1, netArea:46.3, metro:Сокольники, floor:2, price:10900000, area:62.7, elevator:1 пасс., timeToMetro:6, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:159427108, builtAt:-, bathrooms:-, netArea:41.6, metro:Сокольники, floor:5, price:10900000, area:62.9, elevator:1 пасс., timeToMetro:10, floors:7, rooms:4, view:двор, buildingType:сталинский, renovation:косметический, balcony:1 балк.
itemId:161749088, builtAt:1992, bathrooms:-, netArea:54.9, metro:Новокосино, floor:3, price:10900000, area:82.5, elevator:2 пасс., timeToMetro:18, floors:14, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:3 лодж.
itemId:150438743, builtAt:1979, bathrooms:-, netArea:52, metro:Отрадное, floor:1, price:10900000, area:78, elevator:–, timeToMetro:12, floors:12, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:162593602, builtAt:-, bathrooms:-, netArea:60.1, metro:Красногвардейская, floor:3, price:10900000, area:84.5, elevator:2 пасс., timeToMetro:12, floors:12, rooms:4, view:–, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:153515384, builtAt:1930, bathrooms:-, netArea:58, metro:Авиамоторная, floor:2, price:10900000, area:81, elevator:1 пасс., timeToMetro:11, floors:5, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:159368599, builtAt:-, bathrooms:-, netArea:65.3, metro:Улица Горчакова, floor:4, price:10950000, area:100, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:11, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк. + 1 лодж.
itemId:161140714, builtAt:1996, bathrooms:-, netArea:57, metro:Жулебино, floor:6, price:10990000, area:84, elevator:1 пасс., timeToMetro:8, floors:7, rooms:4, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:154606464, builtAt:1977, bathrooms:-, netArea:68, metro:Шипиловская, floor:7, price:10999999, area:83, elevator:–, timeToMetro:9, floors:12, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:162453357, builtAt:1983, bathrooms:-, netArea:56, metro:Медведково, floor:2, price:11000000, area:85, elevator:1 пасс., timeToMetro:14, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160531383, builtAt:-, bathrooms:-, netArea:54, metro:Новокосино, floor:2, price:11000000, area:84, elevator:1 пасс., timeToMetro:5, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:157922394, builtAt:1980, bathrooms:-, netArea:52, metro:Бибирево, floor:2, price:11000000, area:78, elevator:1 пасс., timeToMetro:18, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:3 лодж.
itemId:151370070, builtAt:1957, bathrooms:-, netArea:50.9, metro:Перово, floor:3, price:11000000, area:70.1, elevator:–, timeToMetro:13, floors:5, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:159846901, builtAt:-, bathrooms:-, netArea:48.5, metro:Новогиреево, floor:4, price:11000000, area:79.3, elevator:нет, timeToMetro:13, floors:5, rooms:4, view:–, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:161535138, builtAt:1971, bathrooms:-, netArea:46, metro:Марьина роща, floor:6, price:11000000, area:64, elevator:1 пасс., timeToMetro:12, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:151089130, builtAt:-, bathrooms:-, netArea:61.4, metro:Динамо, floor:1, price:11000000, area:80, elevator:–, timeToMetro:15, floors:5, rooms:4, view:двор, buildingType:кирпичный, renovation:-, balcony:–
itemId:150495407, builtAt:-, bathrooms:-, netArea:67, metro:Бутырская, floor:4, price:11000000, area:93, elevator:–, timeToMetro:7, floors:4, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:3 балк.
itemId:152249773, builtAt:-, bathrooms:-, netArea:58, metro:Бульвар Дмитрия Донского, floor:3, price:11000000, area:90, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:3 лодж.
itemId:155295929, builtAt:1957, bathrooms:-, netArea:52, metro:Дубровка, floor:5, price:11000000, area:74.6, elevator:–, timeToMetro:7, floors:5, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:160901058, builtAt:-, bathrooms:1, netArea:69.4, metro:Пятницкое шоссе, floor:2, price:11000000, area:112, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:16, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:20949593, builtAt:-, bathrooms:-, netArea:51, metro:Бибирево, floor:1, price:11100000, area:74, elevator:2 пасс., timeToMetro:10, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:151088815, builtAt:2000, bathrooms:-, netArea:62, metro:Бунинская аллея, floor:1, price:11100000, area:92.8, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:157475625, builtAt:1930, bathrooms:-, netArea:64.2, metro:Авиамоторная, floor:5, price:11100000, area:90.3, elevator:–, timeToMetro:4, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:-, balcony:–
itemId:162911475, builtAt:-, bathrooms:-, netArea:63, metro:Бунинская аллея, floor:3, price:11100000, area:95, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:10, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:3 лодж.
itemId:161457331, builtAt:1979, bathrooms:-, netArea:57, metro:Строгино, floor:11, price:13000000, area:80.2, elevator:1 пасс., timeToMetro:12, floors:12, rooms:4, view:–, buildingType:панельный дом, renovation:косметический, balcony:2 лодж.
itemId:162821258, builtAt:-, bathrooms:-, netArea:90, metro:Парк Победы, floor:3, price:53000000, area:135.5, elevator:1 пасс., timeToMetro:3, floors:6, rooms:4, view:двор, buildingType:кирпичный, renovation:дизайнерский, balcony:нет
itemId:157345461, builtAt:-, bathrooms:2, netArea:70, metro:Щукинская, floor:10, price:49900000, area:126, elevator:2 пасс. + 2 груз., timeToMetro:10, floors:40, rooms:4, view:–, buildingType:кирпично-монолитный, renovation:-, balcony:–
itemId:153868849, builtAt:1997, bathrooms:-, netArea:67.1, metro:Бунинская аллея, floor:1, price:11100000, area:97.5, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:7, rooms:4, view:–, buildingType:вторичка, renovation:косметический, balcony:3 лодж.
itemId:161075290, builtAt:1977, bathrooms:-, netArea:55, metro:Алтуфьево, floor:2, price:11200000, area:75, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:2 лодж.
itemId:154176916, builtAt:-, bathrooms:-, netArea:52.8, metro:Бибирево, floor:1, price:11200000, area:77, elevator:2 пасс., timeToMetro:7, floors:12, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:159365392, builtAt:-, bathrooms:-, netArea:74.3, metro:Волжская, floor:4, price:11300000, area:98, elevator:нет, timeToMetro:12, floors:5, rooms:4, view:двор и улица, buildingType:сталинский, renovation:отсутствует, balcony:2 балк.
itemId:149447956, builtAt:-, bathrooms:-, netArea:61.5, metro:Бунинская аллея, floor:2, price:11300000, area:99.3, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:10, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк. + 1 лодж.
itemId:163330280, builtAt:-, bathrooms:-, netArea:63, metro:Коньково, floor:8, price:11300000, area:92, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк. + 2 лодж.
itemId:149637326, builtAt:-, bathrooms:-, netArea:67.6, metro:Первомайская, floor:1, price:11300000, area:95.5, elevator:–, timeToMetro:14, floors:5, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:162492340, builtAt:-, bathrooms:-, netArea:50, metro:Бунинская аллея, floor:1, price:11350000, area:102, elevator:нет, timeToMetro:3, floors:7, rooms:4, view:улица, buildingType:панельный дом, renovation:-, balcony:4 лодж.
itemId:157655056, builtAt:1951, bathrooms:-, netArea:67, metro:Савеловская, floor:4, price:11350000, area:93, elevator:–, timeToMetro:5, floors:4, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:3 балк.
itemId:3307944, builtAt:-, bathrooms:-, netArea:49, metro:Алтуфьево, floor:3, price:11390000, area:82, elevator:2 пасс. + 1 груз., timeToMetro:6, floors:12, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:3 лодж.
itemId:163284563, builtAt:-, bathrooms:-, netArea:60, metro:Авиамоторная, floor:5, price:11400000, area:92, elevator:1 пасс., timeToMetro:6, floors:5, rooms:4, view:двор, buildingType:кирпичный, renovation:-, balcony:1 лодж.
itemId:157511424, builtAt:-, bathrooms:-, netArea:65, metro:Бунинская аллея, floor:4, price:11400000, area:95, elevator:1 груз., timeToMetro:10, floors:7, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:3 лодж.
itemId:147438406, builtAt:1966, bathrooms:-, netArea:52, metro:Коломенская, floor:1, price:11400000, area:75, elevator:1 пасс., timeToMetro:5, floors:9, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159737941, builtAt:-, bathrooms:-, netArea:57.4, metro:Бульвар Дмитрия Донского, floor:2, price:11499000, area:85.9, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:159315562, builtAt:-, bathrooms:-, netArea:74, metro:Кузьминки, floor:3, price:11500000, area:97, elevator:–, timeToMetro:15, floors:5, rooms:4, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:153659350, builtAt:2000, bathrooms:-, netArea:61.8, metro:Улица Горчакова, floor:5, price:11500000, area:95.8, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:9, rooms:4, view:–, buildingType:вторичка, renovation:косметический, balcony:1 балк. + 1 лодж.
itemId:153787079, builtAt:-, bathrooms:1, netArea:47, metro:Коломенская, floor:8, price:11500000, area:64, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:163297863, builtAt:1989, bathrooms:-, netArea:65, metro:Алма-Атинская, floor:18, price:11500000, area:100.7, elevator:1 пасс. + 2 груз., timeToMetro:10, floors:22, rooms:4, view:улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:155085399, builtAt:-, bathrooms:-, netArea:74, metro:Волжская, floor:3, price:11500000, area:97, elevator:–, timeToMetro:11, floors:5, rooms:4, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:156173982, builtAt:1995, bathrooms:1, netArea:55, metro:Лермонтовский проспект, floor:2, price:11500000, area:82, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:14, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк. + 1 лодж.
itemId:161442468, builtAt:-, bathrooms:-, netArea:56.5, metro:Люблино, floor:4, price:11500000, area:85, elevator:2 пасс., timeToMetro:12, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк. + 1 лодж.
itemId:160853009, builtAt:-, bathrooms:-, netArea:55.9, metro:Медведково, floor:2, price:11500000, area:85.2, elevator:1 пасс., timeToMetro:10, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:161560640, builtAt:-, bathrooms:-, netArea:49.4, metro:Перово, floor:3, price:11500000, area:71.4, elevator:нет, timeToMetro:6, floors:16, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:нет
itemId:162294644, builtAt:1939, bathrooms:-, netArea:60, metro:Бабушкинская, floor:2, price:11500000, area:83, elevator:1 пасс., timeToMetro:18, floors:5, rooms:4, view:–, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:155678341, builtAt:1987, bathrooms:-, netArea:57.4, metro:Новокосино, floor:2, price:11500000, area:86.4, elevator:–, timeToMetro:8, floors:14, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:152716213, builtAt:-, bathrooms:-, netArea:112.2, metro:Раменки, floor:10, price:35960000, area:185.3, elevator:1 пасс. + 1 груз., timeToMetro:2, floors:19, rooms:4, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:2 лодж.
itemId:161333453, builtAt:-, bathrooms:-, netArea:60, metro:Китай-город, floor:5, price:35000000, area:100, elevator:1 пасс., timeToMetro:5, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:нет
itemId:163338005, builtAt:-, bathrooms:-, netArea:85, metro:Аэропорт, floor:31, price:35990000, area:125, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:32, rooms:4, view:двор и улица, buildingType:монолитный, renovation:евроремонт, balcony:нет
itemId:161127026, builtAt:-, bathrooms:-, netArea:59, metro:Автозаводская, floor:5, price:11500000, area:80, elevator:1 пасс., timeToMetro:10, floors:8, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:-, balcony:нет
itemId:162863873, builtAt:1997, bathrooms:-, netArea:64, metro:Бунинская аллея, floor:1, price:11600000, area:95, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:7, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:3 лодж.
itemId:162726002, builtAt:-, bathrooms:-, netArea:73, metro:Дмитровская, floor:1, price:11600000, area:100, elevator:–, timeToMetro:4, floors:6, rooms:4, view:двор, buildingType:кирпичный, renovation:-, balcony:–
itemId:160731387, builtAt:2004, bathrooms:-, netArea:63.7, metro:Бульвар Адмирала Ушакова, floor:3, price:11600000, area:95, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:2 лодж.
itemId:162888346, builtAt:1958, bathrooms:-, netArea:73, metro:Шоссе Энтузиастов, floor:5, price:11700000, area:96, elevator:–, timeToMetro:15, floors:5, rooms:4, view:–, buildingType:кирпичный, renovation:косметический, balcony:2 балк.
itemId:158478771, builtAt:-, bathrooms:-, netArea:63.2, metro:Алма-Атинская, floor:14, price:11700000, area:99.1, elevator:нет, timeToMetro:10, floors:22, rooms:4, view:двор и улица, buildingType:вторичка, renovation:-, balcony:1 балк.
itemId:148642429, builtAt:-, bathrooms:1, netArea:65, metro:Люблино, floor:1, price:11700000, area:95, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:14, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:155215604, builtAt:1959, bathrooms:-, netArea:51, metro:Текстильщики, floor:3, price:11700000, area:80, elevator:–, timeToMetro:12, floors:5, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:157264652, builtAt:-, bathrooms:-, netArea:43.8, metro:Люблино, floor:7, price:11700000, area:65.3, elevator:1 пасс., timeToMetro:12, floors:9, rooms:4, view:улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:163035937, builtAt:-, bathrooms:-, netArea:62, metro:Бульвар Адмирала Ушакова, floor:1, price:11700000, area:95, elevator:нет, timeToMetro:5, floors:14, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:нет
itemId:156764592, builtAt:1970, bathrooms:-, netArea:49, metro:Беляево, floor:4, price:11740000, area:73, elevator:1 пасс., timeToMetro:10, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:2 лодж.
itemId:156689340, builtAt:-, bathrooms:-, netArea:64, metro:Бульвар Адмирала Ушакова, floor:2, price:11770000, area:93, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:2 балк.
itemId:157875135, builtAt:1993, bathrooms:-, netArea:55.9, metro:Шипиловская, floor:10, price:11790000, area:83.7, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:17, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:2 лодж.
itemId:159316078, builtAt:1991, bathrooms:-, netArea:55.9, metro:Новокосино, floor:4, price:11800000, area:83.6, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:4 лодж.
itemId:163053429, builtAt:-, bathrooms:-, netArea:50, metro:Борисово, floor:4, price:11800000, area:85, elevator:1 пасс., timeToMetro:5, floors:14, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк. + 1 лодж.
itemId:160154948, builtAt:1996, bathrooms:1, netArea:56.3, metro:Борисово, floor:4, price:11800000, area:84.5, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:4 лодж.
itemId:152727393, builtAt:2000, bathrooms:-, netArea:48, metro:Бунинская аллея, floor:5, price:11800000, area:83, elevator:1 груз., timeToMetro:10, floors:7, rooms:4, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:2 лодж.
itemId:148870902, builtAt:1987, bathrooms:-, netArea:64.2, metro:Борисово, floor:8, price:11900000, area:100.4, elevator:2 пасс. + 1 груз., timeToMetro:10, floors:22, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:154928745, builtAt:2000, bathrooms:1, netArea:62, metro:Улица Скобелевская, floor:3, price:11900000, area:91, elevator:–, timeToMetro:9, floors:12, rooms:4, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:1 балк. + 1 лодж.
itemId:161608359, builtAt:1994, bathrooms:-, netArea:61.8, metro:Пятницкое шоссе, floor:1, price:11900000, area:95, elevator:1 пасс. + 1 груз., timeToMetro:11, floors:17, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:149396209, builtAt:1993, bathrooms:-, netArea:58, metro:Шипиловская, floor:13, price:11900000, area:85.5, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:17, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:163006646, builtAt:-, bathrooms:-, netArea:52, metro:Алтуфьево, floor:2, price:11900000, area:80, elevator:2 пасс., timeToMetro:15, floors:12, rooms:4, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:3 лодж.
itemId:151415704, builtAt:-, bathrooms:-, netArea:47.5, metro:Авиамоторная, floor:2, price:11990000, area:69.5, elevator:1 пасс., timeToMetro:4, floors:5, rooms:4, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:162832040, builtAt:-, bathrooms:-, netArea:50.5, metro:Новокосино, floor:5, price:11990000, area:86, elevator:нет, timeToMetro:5, floors:14, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:3 балк.
itemId:161724215, builtAt:1958, bathrooms:-, netArea:71, metro:Бабушкинская, floor:5, price:11990000, area:97, elevator:–, timeToMetro:13, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:162008480, builtAt:1943, bathrooms:-, netArea:74.9, metro:Киевская, floor:4, price:32000000, area:100, elevator:1 пасс., timeToMetro:10, floors:15, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк. + 1 лодж.
itemId:157460068, builtAt:2016, bathrooms:2, netArea:100, metro:Улица 1905 года, floor:2, price:55000000, area:156, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:4, rooms:4, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 балк.
itemId:153236250, builtAt:-, bathrooms:-, netArea:47.1, metro:Марьина роща, floor:2, price:10000000, area:61.6, elevator:1 пасс., timeToMetro:5, floors:9, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:157778547, builtAt:1980, bathrooms:-, netArea:52, metro:Бибирево, floor:2, price:11999000, area:78, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:18, rooms:4, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:3 лодж.
itemId:155810798, builtAt:1958, bathrooms:-, netArea:49.3, metro:Шаболовская, floor:1, price:12000000, area:69.1, elevator:1 пасс., timeToMetro:15, floors:6, rooms:4, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:–
itemId:158867105, builtAt:-, bathrooms:-, netArea:56.5, metro:Молодежная, floor:4, price:12000000, area:84.5, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:14, rooms:4, view:–, buildingType:панельный дом, renovation:-, balcony:4 лодж.
itemId:162956737, builtAt:-, bathrooms:-, netArea:62.3, metro:Авиамоторная, floor:3, price:12000000, area:87.7, elevator:нет, timeToMetro:5, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:нет
itemId:160607802, builtAt:-, bathrooms:-, netArea:–, metro:Первомайская, floor:5, price:12000000, area:80.5, elevator:нет, timeToMetro:4, floors:5, rooms:4, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:159849811, builtAt:1950, bathrooms:-, netArea:61, metro:Измайловская, floor:4, price:12000000, area:82, elevator:–, timeToMetro:4, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:отсутствует, balcony:2 балк.
itemId:154620541, builtAt:1960, bathrooms:-, netArea:49.3, metro:Полежаевская, floor:4, price:12000000, area:70.2, elevator:–, timeToMetro:20, floors:5, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:157050012, builtAt:1957, bathrooms:-, netArea:50, metro:Автозаводская, floor:1, price:12000000, area:73, elevator:1 пасс., timeToMetro:10, floors:5, rooms:4, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:150830729, builtAt:1969, bathrooms:-, netArea:49.4, metro:Перово, floor:11, price:12000000, area:70, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:16, rooms:4, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:–
itemId:155008571, builtAt:1984, bathrooms:-, netArea:54, metro:Люблино, floor:2, price:12000000, area:77, elevator:–, timeToMetro:18, floors:17, rooms:4, view:–, buildingType:вторичка, renovation:косметический, balcony:3 лодж.
itemId:156378162, builtAt:1957, bathrooms:-, netArea:50, metro:Алексеевская, floor:4, price:12000000, area:75.3, elevator:–, timeToMetro:6, floors:5, rooms:4, view:–, buildingType:вторичка, renovation:косметический, balcony:–
itemId:156378462, builtAt:-, bathrooms:-, netArea:50, metro:Алексеевская, floor:4, price:12000000, area:75.3, elevator:–, timeToMetro:3, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:160459530, builtAt:2008, bathrooms:1, netArea:64.4, metro:Бибирево, floor:2, price:12100000, area:100, elevator:1 пасс. + 1 груз., timeToMetro:20, floors:22, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162335954, builtAt:1998, bathrooms:-, netArea:64, metro:Бунинская аллея, floor:2, price:12150000, area:96, elevator:1 пасс. + 1 груз., timeToMetro:11, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:2 балк. + 2 лодж.
itemId:162191607, builtAt:1996, bathrooms:-, netArea:55.6, metro:Борисово, floor:3, price:12150000, area:83.9, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:4 балк.
itemId:148182369, builtAt:1996, bathrooms:-, netArea:63, metro:Бунинская аллея, floor:3, price:12200000, area:95, elevator:2 пасс. + 1 груз., timeToMetro:11, floors:13, rooms:4, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:3 балк.
itemId:155320719, builtAt:-, bathrooms:-, netArea:49.8, metro:Алтуфьево, floor:3, price:12200000, area:75.3, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:3 лодж.
itemId:158469187, builtAt:-, bathrooms:-, netArea:62.6, metro:Бульвар Адмирала Ушакова, floor:1, price:12200000, area:95, elevator:1 пасс. + 1 груз., timeToMetro:2, floors:10, rooms:4, view:двор, buildingType:панельный дом, renovation:косметический, balcony:нет
itemId:157966007, builtAt:-, bathrooms:-, netArea:74.4, metro:Волжская, floor:3, price:12200000, area:99, elevator:–, timeToMetro:13, floors:5, rooms:4, view:двор и улица, buildingType:кирпичный, renovation:-, balcony:1 балк.
itemId:158371233, builtAt:1989, bathrooms:-, netArea:54, metro:Кантемировская, floor:2, price:12200000, area:84.4, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:14, rooms:4, view:–, buildingType:панельный дом, renovation:отсутствует, balcony:2 лодж.
itemId:160666573, builtAt:-, bathrooms:-, netArea:44, metro:Алтуфьево, floor:1, price:12200000, area:80, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:22, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:148292044, builtAt:2003, bathrooms:1, netArea:58, metro:Бунинская аллея, floor:6, price:12200000, area:95, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:дизайнерский, balcony:2 лодж.
itemId:34046824, builtAt:1992, bathrooms:-, netArea:56.2, metro:Кантемировская, floor:3, price:12200000, area:85, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:14, rooms:4, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:4 балк.
itemId:155155285, builtAt:1980, bathrooms:-, netArea:57, metro:Строгино, floor:4, price:12200000, area:81, elevator:1 пасс., timeToMetro:15, floors:9, rooms:4, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:162628432, builtAt:1994, bathrooms:-, netArea:57, metro:Марьино, floor:4, price:12200000, area:90, elevator:2 пасс., timeToMetro:6, floors:14, rooms:4, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк. + 4 лодж.
itemId:162939635, builtAt:-, bathrooms:-, netArea:51, metro:Коломенская, floor:3, price:16780000, area:76, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:4, view:двор, buildingType:панельный дом, renovation:-, balcony:3 лодж.
itemId:154207581, builtAt:1971, bathrooms:1, netArea:76, metro:Римская, floor:3, price:22900000, area:110, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:12, rooms:4, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:159370644, builtAt:1870, bathrooms:-, netArea:66, metro:Чистые пруды, floor:3, price:28500000, area:94, elevator:нет, timeToMetro:5, floors:4, rooms:4, view:двор, buildingType:кирпичный, renovation:косметический, balcony:нет
