itemId:161161564, builtAt:1978, bathrooms:-, netArea:32, metro:Бибирево, floor:11, price:10500000, area:53.2, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:16, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:156240967, builtAt:1974, bathrooms:-, netArea:30.2, metro:Отрадное, floor:12, price:7350000, area:46, elevator:1 пасс., timeToMetro:15, floors:12, rooms:2, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:156859032, builtAt:1972, bathrooms:-, netArea:32, metro:Шоссе Энтузиастов, floor:5, price:7400000, area:51, elevator:1 пасс., timeToMetro:6, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 лодж.
itemId:153511410, builtAt:2007, bathrooms:-, netArea:29, metro:Улица Скобелевская, floor:2, price:7350000, area:52, elevator:–, timeToMetro:16, floors:15, rooms:2, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:158353004, builtAt:2009, bathrooms:-, netArea:27.5, metro:Улица Скобелевская, floor:7, price:7400000, area:60, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:14, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161947902, builtAt:1986, bathrooms:-, netArea:30, metro:Борисово, floor:9, price:7400000, area:51, elevator:1 пасс. + 1 груз., timeToMetro:9, floors:17, rooms:2, view:–, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:151579119, builtAt:1963, bathrooms:1, netArea:30, metro:Академическая, floor:5, price:7390000, area:44.5, elevator:–, timeToMetro:15, floors:5, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:160574824, builtAt:-, bathrooms:-, netArea:22, metro:Нахимовский проспект, floor:2, price:7400000, area:37.7, elevator:2 пасс., timeToMetro:5, floors:12, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:нет
itemId:159117529, builtAt:1970, bathrooms:-, netArea:29, metro:Кунцевская, floor:2, price:7400000, area:43, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:155461827, builtAt:1991, bathrooms:-, netArea:30, metro:Бульвар Дмитрия Донского, floor:2, price:7500000, area:50, elevator:–, timeToMetro:10, floors:12, rooms:2, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:–
itemId:156729211, builtAt:2009, bathrooms:-, netArea:27.5, metro:Улица Скобелевская, floor:8, price:7500000, area:58, elevator:–, timeToMetro:10, floors:14, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:158244897, builtAt:-, bathrooms:-, netArea:31, metro:Алтуфьево, floor:16, price:7500000, area:54, elevator:1 пасс., timeToMetro:10, floors:16, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:152021078, builtAt:1970, bathrooms:-, netArea:29, metro:Беляево, floor:9, price:7500000, area:45.1, elevator:1 пасс., timeToMetro:3, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:160807408, builtAt:1960, bathrooms:1, netArea:29.1, metro:Кожуховская, floor:5, price:7500000, area:44.5, elevator:1 пасс., timeToMetro:7, floors:8, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:159374189, builtAt:1969, bathrooms:-, netArea:24, metro:ВДНХ, floor:3, price:7500000, area:39, elevator:2 пасс., timeToMetro:15, floors:12, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:159374166, builtAt:-, bathrooms:-, netArea:30, metro:Петровско-Разумовская, floor:2, price:7500000, area:45, elevator:1 пасс., timeToMetro:6, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:162165493, builtAt:-, bathrooms:-, netArea:30.8, metro:Волоколамская, floor:13, price:7500000, area:51.7, elevator:1 пасс. + 1 груз., timeToMetro:20, floors:17, rooms:2, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:160364468, builtAt:-, bathrooms:-, netArea:34, metro:Аннино, floor:6, price:7500000, area:54, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:17, rooms:2, view:–, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:162289364, builtAt:1963, bathrooms:-, netArea:30, metro:Коломенская, floor:2, price:7500000, area:44.5, elevator:1 пасс., timeToMetro:10, floors:8, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:155953606, builtAt:1980, bathrooms:-, netArea:31.2, metro:Теплый Стан, floor:11, price:7500000, area:52.1, elevator:1 пасс. + 1 груз., timeToMetro:17, floors:16, rooms:2, view:–, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:152150718, builtAt:1969, bathrooms:-, netArea:28, metro:Царицыно, floor:9, price:7500000, area:42, elevator:1 пасс., timeToMetro:9, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:162338207, builtAt:1975, bathrooms:1, netArea:28, metro:Отрадное, floor:6, price:7500000, area:45, elevator:1 пасс., timeToMetro:14, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159677209, builtAt:-, bathrooms:-, netArea:33, metro:Лермонтовский проспект, floor:7, price:7500000, area:54, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:17, rooms:2, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:162872505, builtAt:1971, bathrooms:1, netArea:30, metro:Окружная, floor:9, price:7100000, area:47, elevator:1 пасс., timeToMetro:17, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:дизайнерский, balcony:1 лодж.
itemId:162102919, builtAt:2011, bathrooms:-, netArea:40, metro:Строгино, floor:4, price:22680000, area:84, elevator:2 пасс. + 1 груз., timeToMetro:10, floors:28, rooms:2, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 балк.
itemId:161165904, builtAt:-, bathrooms:-, netArea:–, metro:Академическая, floor:4, price:7799000, area:42.2, elevator:нет, timeToMetro:13, floors:5, rooms:2, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:155649325, builtAt:-, bathrooms:-, netArea:27, metro:Улица Скобелевская, floor:6, price:7500000, area:60, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:10, rooms:2, view:–, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:155928511, builtAt:1988, bathrooms:-, netArea:31, metro:Бибирево, floor:3, price:7500000, area:52, elevator:–, timeToMetro:2, floors:17, rooms:2, view:–, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:160544588, builtAt:1978, bathrooms:-, netArea:31, metro:Бибирево, floor:7, price:7490000, area:56, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:145420398, builtAt:1963, bathrooms:1, netArea:31, metro:Кузьминки, floor:4, price:7490000, area:44, elevator:–, timeToMetro:10, floors:5, rooms:2, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:160686766, builtAt:-, bathrooms:-, netArea:31, metro:Зябликово, floor:11, price:7500000, area:52, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:17, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160315811, builtAt:1965, bathrooms:1, netArea:23.9, metro:Фонвизинская, floor:5, price:7500000, area:41, elevator:1 пасс., timeToMetro:5, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 лодж.
itemId:161400685, builtAt:1965, bathrooms:-, netArea:26, metro:Академическая, floor:7, price:7500000, area:41, elevator:2 пасс., timeToMetro:10, floors:12, rooms:2, view:двор, buildingType:блочный, renovation:евроремонт, balcony:1 балк.
itemId:161248591, builtAt:-, bathrooms:-, netArea:25, metro:Водный стадион, floor:5, price:7500000, area:46, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:-, balcony:1 балк.
itemId:159735962, builtAt:-, bathrooms:1, netArea:31, metro:Дмитровская, floor:2, price:7500000, area:43.3, elevator:–, timeToMetro:5, floors:5, rooms:2, view:улица, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк.
itemId:158218230, builtAt:1977, bathrooms:-, netArea:–, metro:Новоясеневская, floor:1, price:7500000, area:44.4, elevator:–, timeToMetro:2, floors:9, rooms:2, view:улица, buildingType:панельный дом, renovation:евроремонт, balcony:–
itemId:157881315, builtAt:1960, bathrooms:1, netArea:28, metro:Аэропорт, floor:4, price:7500000, area:45, elevator:–, timeToMetro:10, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:163037743, builtAt:-, bathrooms:1, netArea:32.1, metro:Проспект Вернадского, floor:2, price:7500000, area:44.4, elevator:1 пасс., timeToMetro:12, floors:9, rooms:2, view:двор, buildingType:блочный, renovation:-, balcony:–
itemId:154693490, builtAt:1995, bathrooms:-, netArea:33, metro:Марьино, floor:10, price:7500000, area:54.5, elevator:–, timeToMetro:20, floors:12, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:162943636, builtAt:1968, bathrooms:-, netArea:32, metro:Беляево, floor:7, price:7500000, area:49, elevator:1 пасс., timeToMetro:14, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:152650791, builtAt:1962, bathrooms:-, netArea:23, metro:Академическая, floor:5, price:7500000, area:38, elevator:2 пасс., timeToMetro:15, floors:12, rooms:2, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:150848778, builtAt:1970, bathrooms:-, netArea:37, metro:Алтуфьево, floor:4, price:7500000, area:52, elevator:1 пасс., timeToMetro:10, floors:12, rooms:2, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:159731545, builtAt:2002, bathrooms:-, netArea:32, metro:Улица Скобелевская, floor:8, price:7490000, area:53.6, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:16, rooms:2, view:улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162493058, builtAt:1968, bathrooms:-, netArea:25, metro:Текстильщики, floor:7, price:7500000, area:41, elevator:1 пасс., timeToMetro:12, floors:9, rooms:2, view:–, buildingType:кирпичный, renovation:евроремонт, balcony:–
itemId:162361968, builtAt:-, bathrooms:-, netArea:32, metro:Строгино, floor:7, price:7500000, area:45, elevator:нет, timeToMetro:7, floors:9, rooms:2, view:–, buildingType:вторичка, renovation:косметический, balcony:нет
itemId:160766348, builtAt:1963, bathrooms:1, netArea:24, metro:Кузьминки, floor:7, price:7500000, area:37.2, elevator:1 пасс., timeToMetro:14, floors:9, rooms:2, view:двор, buildingType:блочный, renovation:дизайнерский, balcony:1 балк.
itemId:162066144, builtAt:-, bathrooms:-, netArea:31, metro:Алтуфьево, floor:9, price:7500000, area:46, elevator:2 пасс., timeToMetro:10, floors:12, rooms:2, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:162298220, builtAt:1964, bathrooms:-, netArea:27.3, metro:Багратионовская, floor:4, price:7500000, area:44, elevator:–, timeToMetro:4, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:162800030, builtAt:-, bathrooms:-, netArea:29.1, metro:Беляево, floor:6, price:7500000, area:45.2, elevator:нет, timeToMetro:12, floors:12, rooms:2, view:–, buildingType:вторичка, renovation:косметический, balcony:нет
itemId:162758227, builtAt:1965, bathrooms:-, netArea:27, metro:Шелепиха, floor:3, price:7500000, area:40, elevator:–, timeToMetro:5, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:161452008, builtAt:1967, bathrooms:-, netArea:28.4, metro:Кожуховская, floor:9, price:7500000, area:45.3, elevator:1 пасс., timeToMetro:11, floors:9, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:–
itemId:157990634, builtAt:-, bathrooms:-, netArea:49.4, metro:Маяковская, floor:3, price:25000000, area:63.4, elevator:1 пасс., timeToMetro:7, floors:9, rooms:2, view:улица, buildingType:кирпичный, renovation:-, balcony:–
itemId:162945902, builtAt:-, bathrooms:-, netArea:32, metro:Шипиловская, floor:8, price:8200000, area:53.7, elevator:2 пасс. + 1 груз., timeToMetro:3, floors:16, rooms:2, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:160866361, builtAt:-, bathrooms:1, netArea:40, metro:Ясенево, floor:5, price:9499000, area:54, elevator:1 пасс. + 1 груз., timeToMetro:6, floors:16, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:156804815, builtAt:1964, bathrooms:1, netArea:23, metro:Динамо, floor:4, price:7550000, area:37.4, elevator:1 пасс., timeToMetro:8, floors:9, rooms:2, view:улица, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:157324654, builtAt:1974, bathrooms:-, netArea:32, metro:Выхино, floor:6, price:7600000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:12, rooms:2, view:–, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:160785385, builtAt:-, bathrooms:-, netArea:28.2, metro:Выхино, floor:7, price:7600000, area:50.1, elevator:1 пасс., timeToMetro:10, floors:16, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161898581, builtAt:1965, bathrooms:1, netArea:26, metro:Новые Черемушки, floor:7, price:7600000, area:38, elevator:1 пасс., timeToMetro:15, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк.
itemId:160878124, builtAt:-, bathrooms:-, netArea:23, metro:Нагорная, floor:9, price:7550000, area:38, elevator:1 пасс., timeToMetro:7, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:155457140, builtAt:1968, bathrooms:-, netArea:31, metro:Сходненская, floor:6, price:7600000, area:47, elevator:1 пасс., timeToMetro:7, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:159072777, builtAt:-, bathrooms:1, netArea:21, metro:Кунцевская, floor:6, price:7600000, area:35, elevator:1 пасс., timeToMetro:5, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк.
itemId:148614079, builtAt:1983, bathrooms:1, netArea:32, metro:Медведково, floor:15, price:7600000, area:54.6, elevator:1 пасс. + 1 груз., timeToMetro:17, floors:16, rooms:2, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:159049017, builtAt:1970, bathrooms:-, netArea:29, metro:Варшавская, floor:4, price:7600000, area:44, elevator:1 пасс., timeToMetro:9, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:155078471, builtAt:1986, bathrooms:-, netArea:28, metro:Выхино, floor:7, price:7600000, area:50, elevator:–, timeToMetro:17, floors:16, rooms:2, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:162804431, builtAt:1971, bathrooms:-, netArea:29, metro:Октябрьское поле, floor:9, price:7600000, area:46, elevator:1 пасс., timeToMetro:11, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:163021455, builtAt:1959, bathrooms:-, netArea:38.6, metro:Бабушкинская, floor:4, price:7600000, area:66.3, elevator:–, timeToMetro:19, floors:5, rooms:2, view:–, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:149308912, builtAt:1988, bathrooms:-, netArea:30.4, metro:Кантемировская, floor:13, price:7600000, area:52, elevator:2 пасс., timeToMetro:15, floors:14, rooms:2, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:158367683, builtAt:1977, bathrooms:-, netArea:31, metro:Алтуфьево, floor:3, price:7550000, area:53, elevator:1 пасс., timeToMetro:15, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161974261, builtAt:-, bathrooms:-, netArea:32, metro:Медведково, floor:1, price:7600000, area:52, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:17, rooms:2, view:–, buildingType:вторичка, renovation:косметический, balcony:нет
itemId:151462792, builtAt:-, bathrooms:1, netArea:32, metro:Жулебино, floor:3, price:7690000, area:52, elevator:1 пасс., timeToMetro:10, floors:10, rooms:2, view:–, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:161154114, builtAt:-, bathrooms:-, netArea:32.7, metro:Волоколамская, floor:7, price:7700000, area:55, elevator:1 пасс. + 1 груз., timeToMetro:9, floors:17, rooms:2, view:улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:160807409, builtAt:-, bathrooms:-, netArea:30.9, metro:Нагорная, floor:13, price:7700000, area:47, elevator:–, timeToMetro:5, floors:14, rooms:2, view:двор и улица, buildingType:блочный, renovation:косметический, balcony:2 балк.
itemId:159315943, builtAt:-, bathrooms:1, netArea:27, metro:Кутузовская, floor:9, price:7700000, area:41, elevator:1 пасс., timeToMetro:11, floors:10, rooms:2, view:двор, buildingType:кирпичный, renovation:-, balcony:1 балк.
itemId:159315680, builtAt:1957, bathrooms:-, netArea:35, metro:Бабушкинская, floor:2, price:7700000, area:56, elevator:–, timeToMetro:16, floors:5, rooms:2, view:улица, buildingType:кирпичный, renovation:-, balcony:–
itemId:156407932, builtAt:1978, bathrooms:-, netArea:30, metro:Новоясеневская, floor:8, price:7700000, area:45, elevator:–, timeToMetro:5, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:162371838, builtAt:1970, bathrooms:-, netArea:30, metro:Щукинская, floor:5, price:7700000, area:43, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:156618651, builtAt:1971, bathrooms:1, netArea:24.1, metro:Тульская, floor:3, price:7700000, area:38, elevator:1 пасс., timeToMetro:6, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:156619205, builtAt:1971, bathrooms:1, netArea:24.1, metro:Шаболовская, floor:3, price:7700000, area:38, elevator:1 пасс., timeToMetro:12, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:162956799, builtAt:-, bathrooms:1, netArea:29, metro:Марьина роща, floor:5, price:7700000, area:46, elevator:нет, timeToMetro:5, floors:5, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:162957264, builtAt:1968, bathrooms:-, netArea:26.9, metro:Водный стадион, floor:4, price:7100000, area:44.2, elevator:нет, timeToMetro:16, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:159769080, builtAt:1967, bathrooms:1, netArea:30, metro:Парк Культуры, floor:5, price:16200000, area:48, elevator:1 пасс., timeToMetro:6, floors:10, rooms:2, view:улица, buildingType:кирпичный, renovation:косметический, balcony:1 лодж.
itemId:161842371, builtAt:1962, bathrooms:1, netArea:32, metro:Сокол, floor:5, price:8400000, area:43.9, elevator:–, timeToMetro:10, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:160439447, builtAt:1969, bathrooms:-, netArea:24, metro:ВДНХ, floor:6, price:7700000, area:38, elevator:1 пасс., timeToMetro:15, floors:12, rooms:2, view:двор и улица, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:159169455, builtAt:1992, bathrooms:-, netArea:33, metro:Лермонтовский проспект, floor:16, price:7690000, area:55, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:17, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161897835, builtAt:1953, bathrooms:-, netArea:36.3, metro:Волжская, floor:4, price:7690000, area:66.9, elevator:–, timeToMetro:13, floors:5, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:158737016, builtAt:1973, bathrooms:-, netArea:28.7, metro:Теплый Стан, floor:3, price:7700000, area:45.6, elevator:1 пасс. + 1 груз., timeToMetro:20, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:149077103, builtAt:1975, bathrooms:-, netArea:34, metro:Отрадное, floor:10, price:7700000, area:53, elevator:1 пасс. + 1 груз., timeToMetro:16, floors:16, rooms:2, view:–, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:163008337, builtAt:-, bathrooms:1, netArea:30.7, metro:Волжская, floor:2, price:7700000, area:49, elevator:нет, timeToMetro:15, floors:9, rooms:2, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:нет
itemId:162863707, builtAt:1993, bathrooms:-, netArea:31, metro:Митино, floor:17, price:7700000, area:52, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:17, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:162603247, builtAt:1975, bathrooms:-, netArea:30, metro:Щукинская, floor:5, price:7700000, area:46, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк.
itemId:155149473, builtAt:1975, bathrooms:-, netArea:29.6, metro:Отрадное, floor:6, price:7700000, area:45, elevator:1 пасс., timeToMetro:13, floors:9, rooms:2, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:162604227, builtAt:1967, bathrooms:-, netArea:31, metro:Фонвизинская, floor:8, price:7700000, area:49.7, elevator:1 пасс., timeToMetro:10, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:160903480, builtAt:1964, bathrooms:1, netArea:32, metro:Молодежная, floor:9, price:7650000, area:44.2, elevator:1 пасс., timeToMetro:5, floors:9, rooms:2, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:158320816, builtAt:2009, bathrooms:-, netArea:25.9, metro:Улица Скобелевская, floor:6, price:7800000, area:52.2, elevator:1 груз., timeToMetro:13, floors:15, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161917698, builtAt:1965, bathrooms:-, netArea:25, metro:Преображенская площадь, floor:3, price:7800000, area:40, elevator:1 пасс., timeToMetro:3, floors:9, rooms:2, view:–, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:160440763, builtAt:1958, bathrooms:1, netArea:25, metro:Академическая, floor:6, price:7800000, area:37, elevator:1 пасс., timeToMetro:5, floors:8, rooms:2, view:двор, buildingType:блочный, renovation:евроремонт, balcony:1 балк.
itemId:162572602, builtAt:-, bathrooms:1, netArea:27, metro:Университет, floor:1, price:8080000, area:40.3, elevator:1 пасс., timeToMetro:20, floors:9, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:нет
itemId:161237067, builtAt:-, bathrooms:-, netArea:–, metro:Бунинская аллея, floor:10, price:5900100, area:60.7, elevator:–, timeToMetro:15, floors:17, rooms:2, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:163017177, builtAt:-, bathrooms:1, netArea:35.4, metro:Каховская, floor:3, price:9800000, area:53.2, elevator:нет, timeToMetro:4, floors:5, rooms:2, view:улица, buildingType:сталинский, renovation:евроремонт, balcony:1 балк.
itemId:152712188, builtAt:-, bathrooms:-, netArea:26.5, metro:Крестьянская застава, floor:13, price:7900000, area:40.3, elevator:1 пасс., timeToMetro:5, floors:13, rooms:2, view:–, buildingType:панельный дом, renovation:-, balcony:нет
itemId:158540267, builtAt:1977, bathrooms:-, netArea:30, metro:Зябликово, floor:9, price:7850000, area:53, elevator:1 пасс., timeToMetro:4, floors:12, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161778071, builtAt:1968, bathrooms:-, netArea:32, metro:Юго-Западная, floor:1, price:7900000, area:48, elevator:1 пасс., timeToMetro:7, floors:9, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:36895558, builtAt:-, bathrooms:-, netArea:45, metro:Текстильщики, floor:2, price:7900000, area:55, elevator:–, timeToMetro:9, floors:5, rooms:2, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:160409495, builtAt:1975, bathrooms:-, netArea:28, metro:Отрадное, floor:5, price:7900000, area:46, elevator:1 пасс., timeToMetro:8, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:163243186, builtAt:-, bathrooms:1, netArea:31.9, metro:Парк Победы, floor:9, price:7900000, area:44, elevator:1 пасс. + 1 груз., timeToMetro:11, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:дизайнерский, balcony:1 балк.
itemId:162553123, builtAt:1961, bathrooms:1, netArea:24.9, metro:Римская, floor:2, price:7900000, area:40.3, elevator:1 пасс., timeToMetro:14, floors:8, rooms:2, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:151956193, builtAt:2015, bathrooms:-, netArea:35, metro:Бунинская аллея, floor:3, price:7850000, area:61.2, elevator:1 пасс. + 1 груз., timeToMetro:18, floors:17, rooms:2, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:158090851, builtAt:1993, bathrooms:-, netArea:32.4, metro:Митино, floor:4, price:7850000, area:55, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:17, rooms:2, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:162257052, builtAt:1972, bathrooms:-, netArea:27.5, metro:Теплый Стан, floor:7, price:7900000, area:45, elevator:1 пасс., timeToMetro:9, floors:9, rooms:2, view:двор, buildingType:панельный дом, renovation:дизайнерский, balcony:1 лодж.
itemId:162430788, builtAt:1972, bathrooms:-, netArea:36.3, metro:Улица Академика Янгеля, floor:3, price:7850000, area:54.8, elevator:1 пасс., timeToMetro:15, floors:14, rooms:2, view:улица, buildingType:блочный, renovation:евроремонт, balcony:1 балк.
itemId:160636411, builtAt:2003, bathrooms:-, netArea:34, metro:Бульвар Адмирала Ушакова, floor:10, price:7900000, area:56.5, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:22, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160194509, builtAt:-, bathrooms:-, netArea:32, metro:Юго-Западная, floor:1, price:7900000, area:48, elevator:1 пасс., timeToMetro:8, floors:9, rooms:2, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:2 лодж.
itemId:159167842, builtAt:1979, bathrooms:-, netArea:30, metro:Отрадное, floor:8, price:8000000, area:52, elevator:–, timeToMetro:10, floors:12, rooms:2, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161225993, builtAt:1992, bathrooms:-, netArea:29.5, metro:Бульвар Дмитрия Донского, floor:12, price:8000000, area:52, elevator:1 пасс., timeToMetro:10, floors:14, rooms:2, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:163242815, builtAt:-, bathrooms:1, netArea:28, metro:Университет, floor:4, price:7950000, area:44, elevator:1 пасс., timeToMetro:15, floors:8, rooms:2, view:–, buildingType:вторичка, renovation:отсутствует, balcony:1 балк.
