itemId:161839729, builtAt:-, bathrooms:1, netArea:18, metro:Беляево, floor:9, price:5990000, area:32, elevator:1 пасс., timeToMetro:10, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:нет
itemId:162629641, builtAt:1968, bathrooms:-, netArea:19.1, metro:Люблино, floor:14, price:6200000, area:37, elevator:1 пасс., timeToMetro:2, floors:14, rooms:1, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 лодж.
itemId:162336968, builtAt:1980, bathrooms:1, netArea:19.8, metro:Отрадное, floor:15, price:6200000, area:39, elevator:1 пасс., timeToMetro:15, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161307380, builtAt:-, bathrooms:1, netArea:20, metro:Кантемировская, floor:10, price:6200000, area:36, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:159870361, builtAt:1994, bathrooms:-, netArea:21, metro:Марьино, floor:10, price:6200000, area:40, elevator:1 пасс., timeToMetro:7, floors:14, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:2 лодж.
itemId:159476678, builtAt:1971, bathrooms:1, netArea:18, metro:Раменки, floor:9, price:6199000, area:32, elevator:1 пасс., timeToMetro:7, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:150952730, builtAt:1970, bathrooms:-, netArea:17, metro:Южная, floor:8, price:6150000, area:31, elevator:2 пасс., timeToMetro:11, floors:9, rooms:1, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:162734301, builtAt:1963, bathrooms:1, netArea:21.1, metro:Кожуховская, floor:6, price:6200000, area:33.8, elevator:1 пасс., timeToMetro:6, floors:9, rooms:1, view:улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:160714480, builtAt:1980, bathrooms:1, netArea:20, metro:Водный стадион, floor:5, price:6190000, area:40, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162921414, builtAt:1980, bathrooms:-, netArea:20.6, metro:Строгино, floor:10, price:6200000, area:38.7, elevator:1 пасс., timeToMetro:5, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:2 лодж.
itemId:162127217, builtAt:1968, bathrooms:1, netArea:20, metro:Электрозаводская, floor:8, price:6200000, area:36.4, elevator:2 пасс., timeToMetro:15, floors:12, rooms:1, view:улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:159888472, builtAt:1991, bathrooms:-, netArea:20, metro:Отрадное, floor:13, price:6200000, area:38.2, elevator:2 пасс. + 1 груз., timeToMetro:14, floors:22, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:158575317, builtAt:-, bathrooms:1, netArea:20, metro:Строгино, floor:11, price:6300000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:154785050, builtAt:-, bathrooms:-, netArea:18, metro:Пражская, floor:9, price:6250000, area:35, elevator:1 пасс., timeToMetro:2, floors:9, rooms:1, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:нет
itemId:159218940, builtAt:2001, bathrooms:1, netArea:19.1, metro:Бульвар Дмитрия Донского, floor:17, price:6300000, area:38.9, elevator:1 пасс. + 1 груз., timeToMetro:2, floors:17, rooms:1, view:–, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:158485224, builtAt:1962, bathrooms:1, netArea:19.9, metro:Академическая, floor:2, price:6000000, area:34.1, elevator:2 пасс., timeToMetro:15, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:–
itemId:160612323, builtAt:-, bathrooms:1, netArea:19.1, metro:Сухаревская, floor:12, price:7350000, area:34.6, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:162345470, builtAt:2012, bathrooms:1, netArea:19, metro:Балтийская, floor:17, price:8000000, area:39, elevator:1 пасс., timeToMetro:12, floors:25, rooms:1, view:улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:162610632, builtAt:1974, bathrooms:1, netArea:20, metro:Аэропорт, floor:12, price:6300000, area:35, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:–
itemId:158440489, builtAt:1975, bathrooms:1, netArea:19, metro:Октябрьское поле, floor:1, price:6250000, area:38.7, elevator:1 пасс. + 1 груз., timeToMetro:13, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162992041, builtAt:1974, bathrooms:1, netArea:–, metro:Дмитровская, floor:3, price:6300000, area:33.3, elevator:1 пасс., timeToMetro:12, floors:12, rooms:1, view:улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:161550882, builtAt:-, bathrooms:1, netArea:20, metro:Рязанский проспект, floor:2, price:6250000, area:36, elevator:1 пасс. + 2 груз., timeToMetro:4, floors:25, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:156490096, builtAt:1985, bathrooms:-, netArea:20, metro:Алма-Атинская, floor:14, price:6250000, area:39.5, elevator:–, timeToMetro:10, floors:14, rooms:1, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:162459217, builtAt:2003, bathrooms:1, netArea:19, metro:Улица Скобелевская, floor:9, price:6300000, area:41.7, elevator:2 пасс. + 2 груз., timeToMetro:4, floors:24, rooms:1, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:1 лодж.
itemId:161897252, builtAt:1967, bathrooms:1, netArea:20.4, metro:Нахимовский проспект, floor:10, price:6300000, area:35.8, elevator:2 пасс., timeToMetro:7, floors:12, rooms:1, view:улица, buildingType:блочный, renovation:евроремонт, balcony:1 балк.
itemId:160199043, builtAt:-, bathrooms:1, netArea:20, metro:Пролетарская, floor:5, price:6250000, area:33, elevator:1 пасс., timeToMetro:15, floors:9, rooms:1, view:–, buildingType:блочный, renovation:-, balcony:1 лодж.
itemId:159265316, builtAt:1968, bathrooms:1, netArea:18, metro:ВДНХ, floor:9, price:6300000, area:31, elevator:1 пасс., timeToMetro:20, floors:9, rooms:1, view:–, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:160339547, builtAt:1960, bathrooms:1, netArea:17, metro:Дмитровская, floor:3, price:6300000, area:35, elevator:–, timeToMetro:12, floors:5, rooms:1, view:двор, buildingType:кирпичный, renovation:евроремонт, balcony:–
itemId:161525320, builtAt:1972, bathrooms:1, netArea:19, metro:Коньково, floor:5, price:6250000, area:33, elevator:1 пасс., timeToMetro:7, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:162328347, builtAt:1967, bathrooms:1, netArea:20, metro:Каховская, floor:7, price:6300000, area:35.8, elevator:1 пасс., timeToMetro:8, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:1 лодж.
itemId:160721681, builtAt:1963, bathrooms:1, netArea:21.4, metro:Новые Черемушки, floor:2, price:6300000, area:33.4, elevator:1 пасс., timeToMetro:7, floors:9, rooms:1, view:–, buildingType:блочный, renovation:отсутствует, balcony:–
itemId:162381723, builtAt:-, bathrooms:1, netArea:20, metro:Пионерская, floor:1, price:6250000, area:36, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:-, balcony:нет
itemId:160898321, builtAt:1981, bathrooms:1, netArea:19, metro:Пражская, floor:7, price:6300000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:11, floors:16, rooms:1, view:улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162943592, builtAt:-, bathrooms:-, netArea:21, metro:Сходненская, floor:4, price:6300000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:2 лодж.
itemId:162807021, builtAt:1980, bathrooms:1, netArea:20, metro:Южная, floor:2, price:6300000, area:36, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162328344, builtAt:1967, bathrooms:1, netArea:20, metro:Севастопольская, floor:7, price:6300000, area:35.8, elevator:1 пасс., timeToMetro:8, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:1 лодж.
itemId:162801509, builtAt:1966, bathrooms:1, netArea:20, metro:Тимирязевская, floor:12, price:6250000, area:34, elevator:1 пасс., timeToMetro:17, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:155866530, builtAt:1980, bathrooms:1, netArea:20.5, metro:Отрадное, floor:12, price:6300000, area:37, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160295204, builtAt:1978, bathrooms:1, netArea:20.6, metro:Улица Академика Янгеля, floor:8, price:6300000, area:40.8, elevator:2 пасс., timeToMetro:19, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:2 лодж.
itemId:162610401, builtAt:1969, bathrooms:1, netArea:20, metro:Бабушкинская, floor:5, price:6290000, area:35, elevator:2 пасс., timeToMetro:6, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:158416168, builtAt:1981, bathrooms:1, netArea:19.1, metro:Теплый Стан, floor:6, price:6250000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:20, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162941171, builtAt:1979, bathrooms:-, netArea:19, metro:Коньково, floor:3, price:6300000, area:34, elevator:1 пасс., timeToMetro:13, floors:9, rooms:1, view:улица, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:162290641, builtAt:-, bathrooms:-, netArea:18, metro:Бабушкинская, floor:10, price:6350000, area:36, elevator:2 пасс., timeToMetro:10, floors:12, rooms:1, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:149054467, builtAt:2015, bathrooms:-, netArea:20, metro:Фили, floor:3, price:7200000, area:44, elevator:–, timeToMetro:17, floors:21, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:–
itemId:162960892, builtAt:-, bathrooms:-, netArea:19, metro:Митино, floor:9, price:6300000, area:39, elevator:2 пасс., timeToMetro:3, floors:14, rooms:1, view:–, buildingType:вторичка, renovation:косметический, balcony:2 лодж.
itemId:162778416, builtAt:1974, bathrooms:1, netArea:20, metro:Аэропорт, floor:10, price:7950000, area:36, elevator:1 пасс. + 1 груз., timeToMetro:13, floors:12, rooms:1, view:улица, buildingType:блочный, renovation:дизайнерский, balcony:–
itemId:158443164, builtAt:1980, bathrooms:1, netArea:19.2, metro:Планерная, floor:5, price:6399000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:156100207, builtAt:1997, bathrooms:1, netArea:19, metro:Кантемировская, floor:1, price:6350000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:9, floors:17, rooms:1, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:156895750, builtAt:-, bathrooms:1, netArea:22, metro:Перово, floor:5, price:6350000, area:37, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:-, balcony:1 лодж.
itemId:162162999, builtAt:-, bathrooms:1, netArea:20, metro:Полежаевская, floor:3, price:6350000, area:33, elevator:1 пасс., timeToMetro:6, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:–
itemId:160476205, builtAt:1988, bathrooms:1, netArea:21, metro:Марьино, floor:8, price:6400000, area:39, elevator:1 пасс., timeToMetro:10, floors:14, rooms:1, view:улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:149466909, builtAt:-, bathrooms:1, netArea:18, metro:Раменки, floor:3, price:12800000, area:46, elevator:–, timeToMetro:12, floors:16, rooms:1, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:162552686, builtAt:-, bathrooms:1, netArea:20, metro:Рязанский проспект, floor:1, price:4150000, area:32, elevator:1 пасс., timeToMetro:15, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:нет
itemId:161899802, builtAt:2015, bathrooms:1, netArea:19, metro:Раменки, floor:3, price:13100000, area:45, elevator:1 пасс., timeToMetro:10, floors:21, rooms:1, view:–, buildingType:монолитный, renovation:отсутствует, balcony:1 балк.
itemId:162978136, builtAt:2002, bathrooms:1, netArea:–, metro:Люблино, floor:1, price:1890000, area:12, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:17, rooms:1, view:двор и улица, buildingType:монолитный, renovation:отсутствует, balcony:–
itemId:162978262, builtAt:2002, bathrooms:1, netArea:–, metro:Люблино, floor:1, price:2790000, area:19, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:17, rooms:1, view:двор и улица, buildingType:монолитный, renovation:отсутствует, balcony:–
itemId:160572637, builtAt:1972, bathrooms:1, netArea:16.5, metro:Пражская, floor:1, price:2990000, area:23, elevator:1 пасс., timeToMetro:10, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:156185765, builtAt:1952, bathrooms:1, netArea:10, metro:Первомайская, floor:1, price:3200000, area:14.2, elevator:–, timeToMetro:15, floors:6, rooms:1, view:улица, buildingType:кирпичный, renovation:евроремонт, balcony:–
itemId:24503572, builtAt:1956, bathrooms:1, netArea:14, metro:Рязанский проспект, floor:1, price:3250000, area:16, elevator:–, timeToMetro:10, floors:3, rooms:1, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:–
itemId:154843248, builtAt:1997, bathrooms:1, netArea:19, metro:Новокосино, floor:12, price:5700000, area:39, elevator:–, timeToMetro:20, floors:14, rooms:1, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:161178202, builtAt:2006, bathrooms:1, netArea:20, metro:Преображенская площадь, floor:5, price:14500000, area:44, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:17, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:дизайнерский, balcony:1 лодж.
itemId:157484696, builtAt:-, bathrooms:1, netArea:19.2, metro:Сухаревская, floor:13, price:7400000, area:34.6, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:159316103, builtAt:1982, bathrooms:1, netArea:19.5, metro:Площадь Ильича, floor:1, price:6500000, area:35, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:16, rooms:1, view:двор, buildingType:блочный, renovation:-, balcony:1 лодж.
itemId:156795562, builtAt:-, bathrooms:1, netArea:19, metro:Бульвар Адмирала Ушакова, floor:4, price:6500000, area:37.8, elevator:1 пасс., timeToMetro:5, floors:14, rooms:1, view:–, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:160807411, builtAt:-, bathrooms:1, netArea:20, metro:Варшавская, floor:10, price:6500000, area:36, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:16, rooms:1, view:двор, buildingType:блочный, renovation:-, balcony:2 лодж.
itemId:159315699, builtAt:-, bathrooms:1, netArea:19.3, metro:Коломенская, floor:9, price:6500000, area:35.5, elevator:1 пасс., timeToMetro:10, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:150050492, builtAt:-, bathrooms:1, netArea:19, metro:Беговая, floor:3, price:6500000, area:36.5, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:17, rooms:1, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:157619335, builtAt:1967, bathrooms:1, netArea:17.4, metro:Тимирязевская, floor:2, price:6500000, area:33, elevator:1 пасс., timeToMetro:9, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:153382203, builtAt:1997, bathrooms:1, netArea:19, metro:Волоколамская, floor:13, price:6500000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:17, rooms:1, view:двор, buildingType:вторичка, renovation:дизайнерский, balcony:1 балк.
itemId:155106917, builtAt:2016, bathrooms:-, netArea:18.1, metro:Южная, floor:2, price:6490000, area:43.1, elevator:2 пасс. + 1 груз., timeToMetro:10, floors:18, rooms:1, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:156726987, builtAt:-, bathrooms:1, netArea:14, metro:Пионерская, floor:1, price:6500000, area:33, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:12, rooms:1, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:161401657, builtAt:-, bathrooms:1, netArea:19, metro:Коломенская, floor:6, price:6500000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:17, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:160835279, builtAt:1969, bathrooms:1, netArea:18.7, metro:Алексеевская, floor:4, price:6500000, area:32.5, elevator:1 пасс., timeToMetro:10, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:159341462, builtAt:1981, bathrooms:1, netArea:19, metro:Строгино, floor:11, price:6500000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:13, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:–
itemId:156332565, builtAt:1969, bathrooms:1, netArea:20, metro:Войковская, floor:7, price:6500000, area:36, elevator:2 пасс., timeToMetro:10, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:159072398, builtAt:-, bathrooms:1, netArea:19, metro:Перово, floor:3, price:6450000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:17, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:нет
itemId:163053448, builtAt:-, bathrooms:1, netArea:20, metro:Петровско-Разумовская, floor:12, price:6500000, area:38, elevator:1 пасс., timeToMetro:5, floors:12, rooms:1, view:двор и улица, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:160485586, builtAt:1967, bathrooms:-, netArea:17.5, metro:Студенческая, floor:2, price:6500000, area:31.8, elevator:–, timeToMetro:5, floors:5, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:162886595, builtAt:1964, bathrooms:1, netArea:16, metro:Профсоюзная, floor:4, price:6500000, area:32, elevator:1 пасс., timeToMetro:16, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:161372111, builtAt:1969, bathrooms:1, netArea:17.4, metro:Шелепиха, floor:1, price:6500000, area:32.2, elevator:–, timeToMetro:5, floors:5, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:–
itemId:159072639, builtAt:-, bathrooms:1, netArea:18, metro:Академическая, floor:4, price:6500000, area:31.2, elevator:нет, timeToMetro:3, floors:4, rooms:1, view:двор, buildingType:кирпичный, renovation:-, balcony:1 балк.
itemId:162988347, builtAt:2010, bathrooms:1, netArea:19, metro:Медведково, floor:7, price:6500000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:10, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162817237, builtAt:-, bathrooms:-, netArea:18, metro:Водный стадион, floor:2, price:6470000, area:43, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:26, rooms:1, view:двор, buildingType:монолитный, renovation:-, balcony:1 лодж.
itemId:162988150, builtAt:1967, bathrooms:1, netArea:20, metro:Щукинская, floor:3, price:6500000, area:36, elevator:2 пасс., timeToMetro:13, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:1 лодж.
itemId:163038140, builtAt:1965, bathrooms:1, netArea:18.4, metro:Площадь Ильича, floor:5, price:6450000, area:30.1, elevator:–, timeToMetro:19, floors:5, rooms:1, view:двор, buildingType:кирпичный, renovation:евроремонт, balcony:1 балк.
itemId:163037688, builtAt:-, bathrooms:-, netArea:21, metro:Братиславская, floor:4, price:6500000, area:39, elevator:1 пасс., timeToMetro:3, floors:14, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:–
itemId:162133190, builtAt:1998, bathrooms:-, netArea:20, metro:Братиславская, floor:21, price:6450000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:22, rooms:1, view:–, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:160852144, builtAt:-, bathrooms:1, netArea:21, metro:Свиблово, floor:4, price:5200000, area:32, elevator:1 пасс. + 1 груз., timeToMetro:2, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:нет
itemId:161911775, builtAt:-, bathrooms:-, netArea:–, metro:Андроновка, floor:2, price:5500000, area:35.2, elevator:1 пасс., timeToMetro:15, floors:12, rooms:1, view:двор и улица, buildingType:блочный, renovation:косметический, balcony:1 балк.
itemId:158485224, builtAt:1962, bathrooms:1, netArea:19.9, metro:Академическая, floor:2, price:6000000, area:34.1, elevator:2 пасс., timeToMetro:15, floors:12, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:–
itemId:162133190, builtAt:1998, bathrooms:-, netArea:20, metro:Братиславская, floor:21, price:6450000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:22, rooms:1, view:–, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:159314319, builtAt:1983, bathrooms:1, netArea:19, metro:Красногвардейская, floor:2, price:6450000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162252183, builtAt:1982, bathrooms:1, netArea:19, metro:Аннино, floor:5, price:6500000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:6, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:дизайнерский, balcony:1 лодж.
itemId:162012727, builtAt:1981, bathrooms:1, netArea:18.7, metro:Строгино, floor:2, price:6500000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162916369, builtAt:-, bathrooms:1, netArea:19.5, metro:Семеновская, floor:13, price:6500000, area:35, elevator:–, timeToMetro:18, floors:16, rooms:1, view:двор, buildingType:блочный, renovation:косметический, balcony:1 лодж.
itemId:157827252, builtAt:1981, bathrooms:1, netArea:19, metro:Октябрьское поле, floor:10, price:6500000, area:38.5, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162779208, builtAt:-, bathrooms:-, netArea:20.7, metro:Братиславская, floor:5, price:6500000, area:38.5, elevator:2 пасс., timeToMetro:15, floors:14, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:162570653, builtAt:-, bathrooms:-, netArea:17, metro:Водный стадион, floor:2, price:6500000, area:32, elevator:–, timeToMetro:5, floors:9, rooms:1, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:1 лодж.
itemId:149231080, builtAt:1959, bathrooms:-, netArea:19, metro:Динамо, floor:2, price:6500000, area:31, elevator:1 пасс., timeToMetro:15, floors:7, rooms:1, view:двор и улица, buildingType:вторичка, renovation:отсутствует, balcony:–
itemId:156238267, builtAt:2010, bathrooms:1, netArea:19, metro:Улица Академика Янгеля, floor:10, price:6500000, area:37, elevator:–, timeToMetro:10, floors:14, rooms:1, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:161577962, builtAt:1984, bathrooms:-, netArea:21, metro:Калужская, floor:2, price:6490000, area:39, elevator:2 пасс., timeToMetro:12, floors:12, rooms:1, view:улица, buildingType:панельный дом, renovation:косметический, balcony:–
itemId:161814070, builtAt:1990, bathrooms:1, netArea:20, metro:Улица Старокачаловская, floor:9, price:6600000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:1, floors:17, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161540003, builtAt:1998, bathrooms:1, netArea:20, metro:Текстильщики, floor:17, price:6600000, area:39, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:17, rooms:1, view:двор, buildingType:монолитный, renovation:-, balcony:1 балк.
itemId:160417461, builtAt:2001, bathrooms:1, netArea:19.3, metro:Улица Скобелевская, floor:3, price:6570000, area:41.6, elevator:–, timeToMetro:9, floors:8, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:156796315, builtAt:-, bathrooms:1, netArea:19, metro:Выхино, floor:5, price:6580000, area:37.6, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:17, rooms:1, view:двор, buildingType:блочный, renovation:-, balcony:1 лодж.
itemId:162082741, builtAt:-, bathrooms:1, netArea:19, metro:Перово, floor:3, price:6600000, area:37, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:17, rooms:1, view:улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:153267971, builtAt:1933, bathrooms:-, netArea:29.8, metro:Электрозаводская, floor:2, price:6550000, area:38.4, elevator:–, timeToMetro:15, floors:5, rooms:1, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:159047847, builtAt:1989, bathrooms:-, netArea:21, metro:Марьина роща, floor:1, price:6600000, area:39, elevator:2 пасс., timeToMetro:8, floors:14, rooms:1, view:улица, buildingType:панельный дом, renovation:косметический, balcony:нет
itemId:161125921, builtAt:-, bathrooms:-, netArea:20, metro:Свиблово, floor:5, price:6600000, area:38.5, elevator:2 пасс., timeToMetro:15, floors:14, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:161231230, builtAt:1989, bathrooms:1, netArea:20, metro:Рязанский проспект, floor:7, price:6600000, area:40, elevator:1 пасс. + 1 груз., timeToMetro:17, floors:15, rooms:1, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:162936971, builtAt:1975, bathrooms:-, netArea:20, metro:Авиамоторная, floor:9, price:6700000, area:40, elevator:1 пасс., timeToMetro:15, floors:14, rooms:1, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:1 лодж.
itemId:162182297, builtAt:2006, bathrooms:-, netArea:16, metro:Кузьминки, floor:5, price:6700000, area:36, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:23, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:162429892, builtAt:-, bathrooms:1, netArea:20, metro:Медведково, floor:9, price:6700000, area:39, elevator:2 пасс., timeToMetro:5, floors:14, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:154913336, builtAt:1999, bathrooms:-, netArea:19.8, metro:Борисово, floor:3, price:6650000, area:38.4, elevator:–, timeToMetro:5, floors:22, rooms:1, view:улица, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:156538139, builtAt:2001, bathrooms:1, netArea:18, metro:Алма-Атинская, floor:21, price:6650000, area:38, elevator:2 пасс. + 2 груз., timeToMetro:6, floors:25, rooms:1, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:1 лодж.
